title,price
"Tennis World Tour 2 - Complete Edition (Simplified Chinese, English, Korean, Traditional Chinese)","Rp 699,000"
FINAL FANTASY XII THE ZODIAC AGE (English/Japanese Ver.),"Rp 699,000"
"Warhammer Chaosbane (Simplified Chinese, English, Korean, Traditional Chinese)","Rp 699,000"
"FINAL FANTASY XV ROYAL EDITION (English, Japanese)","Rp 699,000"
"Tom Clancy's The Division - Digital Standard Edition PlayStation®Hits (Simplified Chinese, English, Korean, Traditional Chinese)","Rp 699,000"
"Bee Simulator (Simplified Chinese, English, Korean, Traditional Chinese)","Rp 699,000"
"Werewolf: The Apocalypse – Earthblood (Simplified Chinese, English, Korean, Traditional Chinese)","Rp 699,000"
"Werewolf: The Apocalypse – Earthblood (Simplified Chinese, English, Korean, Traditional Chinese)","Rp 699,000"
"AO Tennis 2 (Simplified Chinese, English, Korean, Traditional Chinese)","Rp 699,000"
ALIENATION™ (English),"Rp 699,000"
inFAMOUS First Light™ full game (English/Chinese/Korean Ver.),"Rp 699,000"
"AVICII Invector (Simplified Chinese, English, Korean, Japanese)","Rp 699,000"
FINAL FANTASY VII REMAKE (English/Japanese Ver.),"Rp 699,000"
WORLD OF FINAL FANTASY (English Ver.),"Rp 699,000"
"Portal Knights (Simplified Chinese, English, Korean)","Rp 699,000"
Child Of Light (English/Japanese Ver.),"Rp 699,000"
"Hotshot Racing (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","Rp 699,000"
KINGDOM HEARTS Melody of Memory (English),"Rp 699,000"
"The Surge (Simplified Chinese, English, Korean)","Rp 699,000"
"OVERPASS™ (Simplified Chinese, English, Korean, Traditional Chinese)","Rp 699,000"
"Oddworld: Soulstorm Enhanced Edition (Simplified Chinese, English, Japanese, Traditional Chinese)","Rp 699,000"
"Necromunda: Underhive Wars (Simplified Chinese, English)","Rp 699,000"
Just Cause 4: Reloaded (English Ver.),"Rp 699,000"
DYNASTY WARRIORS 8 Empires full game (English Ver.),"Rp 606,000"
DYNASTY WARRIORS 8 Empires full game (Traditional Chinese),"Rp 606,000"
"DEATH STRANDING Standard Digital Edition (Simplified Chinese, English, Korean, Traditional Chinese)","Rp 606,000"
"DEATH STRANDING DIRECTOR’S CUT (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","Rp 606,000"
"TRIALS of MANA (Simplified Chinese, Korean, Traditional Chinese)","Rp 606,000"
TRIALS of MANA (English/Japanese Ver.),"Rp 606,000"
